ldraw,bricklink,name,category,colors
73200bpbc,970c00pb0155,Hips and Legs with Iron Man Gold Knee Plates Pattern 2,"Minifigure, Legs, Decorated",0
73200bpbd,970c00pb0237,Hips and Legs with Iron Man Silver Knee Plates and Boots Pattern,"Minifigure, Legs, Decorated",0
73200bpbe,970c00pb0235,"Hips and Legs with Silver Thigh Armor, Gold Knee Pads, Boot Tips Pattern (Iron Man Mark 17)","Minifigure, Legs, Decorated",0
73200bpbf,970c00pb0236,"Hips and Legs with Iron Man Gold and Silver Knee Plates, Boots and Belt Pattern","Minifigure, Legs, Decorated",0
73200bpbg,970c00pb0274,Hips and Legs with Iron Man Silver and Dark Red Knee Plates and Boots Pattern,"Minifigure, Legs, Decorated",0
73200bpc1,970c00pb0482,Hips and Legs with Tied Dark Red Sash Pattern,"Minifigure, Legs, Decorated",0
73200bpc14,970d11pb01,"Hips and 1 Medium Blue Left Leg with Red Patch, 1 Red Right Leg with Medium Blue Patch Pattern","Minifigure, Legs, Decorated",0
73200bpc2g,970c03pb09,Hips and Yellow Legs with Gold Cord Trimmed Pharaoh's Tunic Pattern,"Minifigure, Legs, Decorated",0
73200bpc34,970c00pb0080,Hips and Legs with Samurai Warrior Pattern,"Minifigure, Legs, Decorated",0
73200bpc39,970c00pb0083,Hips and Legs with Dark Green and Silver Scale Mail and Gold Pattern,"Minifigure, Legs, Decorated",0
73200bpc44,970c00pb0099,Hips and Legs with Studded Belt and Safety Pins Pattern,"Minifigure, Legs, Decorated",0
73200bpc4b,970c00pb0098,Hips and Legs with Lion Crest Pattern,"Minifigure, Legs, Decorated",0
73200bpc67,970c86pb03,"Hips and Light Bluish Gray Legs with Silver Mechanical Belt, Shock Absorbers and Feet Pattern","Minifigure, Legs, Decorated",0
73200bpc6a,970c03pb13,"Hips and Yellow Legs with Belt, Red Roman Tunic and Reddish Brown Sandals Pattern","Minifigure, Legs, Decorated",0
73200bpc97,970c110pb01,Hips and Bright Light Orange Legs with White Feathers and Red Claws Pattern,"Minifigure, Legs, Decorated",0
73200bpcbd,970c00pb0340,Hips and Legs with Black Triangles on Feet Pattern,"Minifigure, Legs, Decorated",0
73200bpcr6,970c00pb1711,Hips and Legs with Dark Blue Claws Pattern,"Minifigure, Legs, Decorated",0
73200bpd6e,970c00pb0610,Hips and Legs with Black Orca Pattern,"Minifigure, Legs, Decorated",0
73200bpdd1,970c00pb1125,"Hips and Legs with Black Belt, Jeans Pockets, and Shoes, Silver Buckle Pattern","Minifigure, Legs, Decorated",0
73200bpde,970c11pb06,Hips and Black Legs with White Lab Coat Ends with Silver Buttons Pattern,"Minifigure, Legs, Decorated",0
73200bpde2,970c00pb1204,Hips and Legs with White Paws Pattern,"Minifigure, Legs, Decorated",0
73200bpde3,970c00pb1206,Hips and Legs with Black Gaps Between 6 Toes Pattern,"Minifigure, Legs, Decorated",0
73200bpde4,970c00pb1203,Hips and Legs with Black Gaps Between 4 Toes Pattern,"Minifigure, Legs, Decorated",0
73200bpdg1,970c00pb1363,Hips and Legs with Dark Brown Fur and Toes Pattern,"Minifigure, Legs, Decorated",0
73200bpdg7,970c00pb1364,Hips and Legs with Reddish Brown Fur and Toes Pattern,"Minifigure, Legs, Decorated",0
73200bpdga,970c00pb1267,Hips and Legs with Black Shoes Pattern,"Minifigure, Legs, Decorated",0
73200bph0,970c00pb0595,Hips and Legs with Dark Blue Coattails and Dark Tan Vest Tails Pattern,"Minifigure, Legs, Decorated",0
73200bph1,970c00pb0590,Hips and Legs with Light Bluish Gray Trench Coat Pattern,"Minifigure, Legs, Decorated",0
73200bphb,970c00pb0002,Hips and Legs with Harry Potter Snape Original Pattern,"Minifigure, Legs, Decorated",0
73200bphf,970c00pb0012,Hips and Legs with Harry Potter Snape Prisoner of Azkaban Pattern,"Minifigure, Legs, Decorated",0
73200bpm0,970c00pb0159,Hips and Legs with Leather Armor Pattern (Uruk-Hai),"Minifigure, Legs, Decorated",0
73200bpm1,970c120pb01,Hips and Dark Brown Legs with Scale Mail Pattern,"Minifigure, Legs, Decorated",0
73200bpm2,970c00pb0161,Hips and Legs with Jacket and Shirttails Pattern (Aragorn),"Minifigure, Legs, Decorated",0
73200bpn1,970c00pb0695,"Hips and Legs with Reddish Brown Pockets and Belt, Dark Green Shirt Tail and 2 Gold Rivets Pattern","Minifigure, Legs, Decorated",0
73200bpn2,970c00pb0691,Hips and Legs with Green Belt and Knee Straps Pattern,"Minifigure, Legs, Decorated",0
73200bpn3,970c00pb0397,"Hips and Legs with Red and Dark Green Samurai Leg Armor, Gold Belt and Red Sash Pattern","Minifigure, Legs, Decorated",0
73200bpn4,970c00pb0692,Hips and Legs with Reddish Brown Zori Sandals Straps and Soles Pattern,"Minifigure, Legs, Decorated",0
73200bpn5,970c00pb0399,Hips and Legs with Silver Sash and White Knee Pads Pattern,"Minifigure, Legs, Decorated",0
73200bpn6,970c00pb0220,"Hips and Legs with Dark Green Sash, Gold Buckles and Yellow Knee Wrappings Pattern","Minifigure, Legs, Decorated",0
73200bpq0,970c00pb0074,Hips and Legs with Dark Blue Mummy Wrappings Skirt and Gold Belt Pattern,"Minifigure, Legs, Decorated",0
73200bpq1,970c00pb0081,"Hips and Legs with Dark Blue Rags, Gold Loincloth with Hieroglyphs, and Belt with Red 'X' Pattern","Minifigure, Legs, Decorated",0
73200bpq2,970c00pb0082,"Hips and Legs with Torn Rags, Gold Loincloth, and Belt with Dark Blue and Red Stripes Pattern","Minifigure, Legs, Decorated",0
73200bps0,970c02pb03,"Hips and Tan Legs with SW White Leggings, Puttees Thick Wrap Pattern","Minifigure, Legs, Decorated",0
73200bps1,970c00pb0790,Hips and Legs with Square Graph Pattern,"Minifigure, Legs, Decorated",0
73200bps2,970c02pb06,Hips and Tan Legs with SW White Leggings Pattern,"Minifigure, Legs, Decorated",0
73200bps3,970c00pb0024,Hips and Legs with SW Zam Wesell Pattern,"Minifigure, Legs, Decorated",0
73200bps4,970c00pb1283,Hips and Legs with SW Clone Trooper and Black and Light Bluish Gray Markings and Knee Pads Pattern,"Minifigure, Legs, Decorated",0
73200bps5,970c00pb0023,"Hips and Legs with SW Gunbelt, Rectangles on Hips Pattern","Minifigure, Legs, Decorated",0
73200bps6,970c00pb1284,Hips and Legs with SW Jedi Robe with 2 Dark Brown Wrinkles and White Leggings Pattern,"Minifigure, Legs, Decorated",0
73200bpsk,970c00pb0039,Hips and Legs with SW Stormtrooper Pattern,"Minifigure, Legs, Decorated",0
73200bpu1,970c00pb0283,Hips and Legs with Magenta and Medium Azure Markings Pattern,"Minifigure, Legs, Decorated",0
73200bpw1,970c00pb0026,"Hips and Legs with Western Indians Red and White Triangles, Fringe Pattern","Minifigure, Legs, Decorated",0
73200bpw2,970c02pb02,"Hips and Tan Legs with Western Indians Blue and White Triangles, Fringe Pattern","Minifigure, Legs, Decorated",0
73200bpw3,970c00pb0025,"Hips and Legs with Western Indians Dark Turquoise and White Triangles, Tan Fringe Pattern","Minifigure, Legs, Decorated",0
73200bpw4,970c02pb01,Hips and Tan Legs with Western Indians Black Belt and Blue Fringe Pattern,"Minifigure, Legs, Decorated",0
73200bpx0,970c00pb0461,Hips and Legs with Dark Red Lined Coattails Pattern,"Minifigure, Legs, Decorated",0
73200bpx1,970c00pb0417,Hips and Legs with Black Belt and Straps with Dark Blue Clips and Pouch Pattern,"Minifigure, Legs, Decorated",0
73200bpx2,970c00pb0416,"Hips and Legs with Pockets, Brown Belt with Copper Buckle and Holster Pattern","Minifigure, Legs, Decorated",0
73200bpx3,970c00pb0192,Hips and Legs with Turtle Shell and Dark Brown Knee Pads Pattern,"Minifigure, Legs, Decorated",0
73200bpx7,970c00pb0830,Hips and Legs with Turtle Shell and Dark Bluish Gray Knee Pads Pattern,"Minifigure, Legs, Decorated",0
73200bpy0,970c00pb0643,Hips and Legs with Narrow and Wide Double Yellow Stripes on Left Leg Pattern,"Minifigure, Legs, Decorated",0
73200bpy1,970c00pb0646,Hips and Legs with Racing Suit White Stripes Pattern,"Minifigure, Legs, Decorated",0
73200bpy2,970c00pb0644,"Hips and Legs with 'sparco' and Red, Blue and Black Dotted Lines Pattern","Minifigure, Legs, Decorated",0
73200bpy3,970c00pb0648,"Hips and Legs with Racing Suit Dotted Lines, Puma and AMG Logos and Green Checkered Pattern","Minifigure, Legs, Decorated",0
73200bpy4,970c63pb13,Hips and Dark Blue Legs with 'sparco' Logo and 'Powered by EcoBoost' with White Triangles Pattern,"Minifigure, Legs, Decorated",0
73200bpy5,970c00pb0959,"Hips and Legs with Racing Suit, Orange and Silver Stripes Pattern","Minifigure, Legs, Decorated",0
73200p30,970c03pb04,Hips and Yellow Legs with Castaway Rags and Patch Pattern,,0
73200p40,970c00pb0068,Hips and Legs with Brown Belt with Pouch and Rune Amulet Pattern,,0
73200p71,970c00pb0160,Hips and Legs with Lime and Silver Reflective Stripes on Front and Dark Tan Pockets Pattern,,0
73200p72,970c00pb0126,Hips and Legs with Topographical Map and Zippered Pocket Pattern,,0
73200p8a,970c55pb05b,Hips and Sand Blue Legs with Reddish Brown Apron with Straight Bottom Pattern,,0
73200pc4b,970c00pb0098,Hips and Legs with Lion Crest Pattern,,0
73200ps1,970c00pb0790,Hips and Legs with Square Graph Pattern,,0
73200ps2,970c02pb06,Hips and Tan Legs with SW White Leggings Pattern,,0
73200ps3,970c00pb0024,Hips and Legs with SW Zam Wesell Pattern,,0
73200ps4,970c00pb1283,Hips and Legs with SW Clone Trooper and Black and Light Bluish Gray Markings and Knee Pads Pattern,,0
73200ps6,970c00pb1284,Hips and Legs with SW Jedi Robe with 2 Dark Brown Wrinkles and White Leggings Pattern,,0
73200px0,970c00pb0461,Hips and Legs with Dark Red Lined Coattails Pattern,,0
73200px2,970c00pb0416,"Hips and Legs with Pockets, Brown Belt with Copper Buckle and Holster Pattern",,0
73200py0,970c00pb0643,Hips and Legs with Narrow and Wide Double Yellow Stripes on Left Leg Pattern,,0
7323,7323,Panel 2 x 8 x 4 with 2 x 3 1/3 Cutout with 4 Studs on Each Side,Panel,6
73230,73230,"Technic, Brick 1 x 1 with Axle Hole","Technic, Brick",15
7324,7324,"Brick, Round Tube 1 x 1 d. 45 degrees Elbow Macaroni Half - Axle Hole","Brick, Round",11
73261,4352,Electric 4.5V 3 C-Cell Battery Box Polarity Switch 2 x 4,"Electric, Battery Box",1
73264,4350c01,Electric 4.5V 3 C-Cell Battery Box without Switch 4 x 22,"Electric, Battery Box",1
73264c01,4350c02,Electric 4.5V 3 C-Cell Battery Box with Switch 4 x 24,"Electric, Battery Box",1
73272,73272,"Minifigure, Hair Long, Wavy, Swept to Left","Minifigure, Hair",2
7329,7329,"Technic, Axle and Pin Connector Angled Triple - 60 / 120 / 180 degrees","Technic, Connector",6
733,733,"Brick 10 x 10 without Bottom Tubes, without Cross Supports",Brick,4
73304,73304,"Power Burst, Minifigure Pedestal 5 x 5 x 2/3",Energy Effect,0
73311,x81c01,Riding Cycle Motorcycle Town with Red Wheels,,0
73312,bb1389c01,Door 1 x 4 x 5 Right with 6 Panes with Fixed Trans-Clear Glass,Door,4
73313,bb1327c01,Door 1 x 4 x 5 Left with 6 Panes with Fixed Trans-Clear Glass,Door,1
73327,x81c01,Riding Cycle Motorcycle Town with Red Wheels,,0
7335,7335,"Wheel Small, Axle Hole (Pulley)",Wheel,1
73389,80281,Wheel 75mm D. x 41mm Technic Racing Large #2 Model Right Side (Spokes Slanted Right),Wheel,0
73398,80280,Wheel 75mm D. x 41mm Technic Racing Large #1 Model Left Side (Spokes Slanted Left),Wheel,0
73419,x81c01,Riding Cycle Motorcycle Town with Red Wheels,,0
73429,x81c01,Riding Cycle Motorcycle Town with Red Wheels,,0
73435,73435,Door 1 x 4 x 5 Right - (Undetermined Glass Color Version),,0
73435c01pb02,73435c01pb02,Door 1 x 4 x 5 Right with Trans-Clear Glass and White Open Hours '9-12 / 14-17' Pattern (Sticker) - Sets 6362 / 6689,,0
73435c01pb05,73435c01pb05,Door 1 x 4 x 5 Right with Trans-Clear Glass and Bill & Coins Pattern (Sticker) - Set 1490,,0
73435c02,73435c02,Door 1 x 4 x 5 Right with Fixed Trans-Light Blue Glass,Door,0
73435c03,73435c03,Door 1 x 4 x 5 Right with Fixed Trans-Brown Glass,Door,0
73435c04,73435c04,Door 1 x 4 x 5 Right with Fixed Reddish Brown Glass,Door,0
73436,73436,Door 1 x 4 x 5 Left - (Undetermined Glass Color Version),,0
73436c01pb04,73436c01pb04,Door 1 x 4 x 5 Left with Trans-Clear Glass and Drink and Ice Pop (Freezer / Lollipop / Lolly / Pole / Popsicle / Stick) Pattern (Sticker) - Set 6683,"Door, Decorated",0
73436c01pb05,73436c01pb05,Door 1 x 4 x 5 Left with Trans-Clear Glass and Bill & Coins Pattern (Sticker) - Set 1490,"Door, Decorated",0
73436c03,73436c03,Door 1 x 4 x 5 Left with Fixed Trans-Brown Glass,Door,0
73436c04,73436c04,Door 1 x 4 x 5 Left with Fixed Reddish Brown Glass,Door,0
7344,7344,Panel 8 x 8 x 6 Corner Convex,Panel,0
73441,-73441,,,0
73441p01,ftmpb079c01,"Torso Mini Doll Man Dark Azure and White Jacket with Silver Squares and Music Notes Necklace Pattern, Light Nougat Arms with Hands with Dark Azure Long Sleeves","Mini Doll, Torso Assembly",0
7345,7345,Panel 11 x 5.5 x 10 Tapered Half Cylinder with Axle Hole,"Technic, Panel",2
73479,4692,Pneumatic Distribution Block 2 x 4 with Non-return Valve,,0
73485,3737b,"Technic, Axle 10 Threaded",,1
735,735,"Magnet Coupling, Train, for Train Base",Magnet,2
73507,73507,"Technic, Liftarm, Modified Perpendicular Holes Thick 1 x 11","Technic, Liftarm",4
73538,x81c01,Riding Cycle Motorcycle Town with Red Wheels,,1
73562,73562,Bracket 3 x 2 x 1 1/3 with Bottom Stud Holder,Bracket,13
73587,4592c02,Antenna Small Base with Black Lever,,0
73587a,4592c00,Antenna Small Base with Black Lever,,0
73587p01,4592c02,Antenna Small Base with Black Lever (4592 / 4593),Antenna,0
73587p05,4592c01,Antenna Small Base with Yellow Lever (4592 / 4593),Antenna,0
73590,73590c02a,Hose Flexible  8.5L with Tabbed Ends (Ends same color as Tube),,4
73590a,73590c03a,"Hose, Flexible  8.5L with (Same Color) Tabless Ends Fixed",Hose,2
73590b,73590c02a,"Hose, Flexible  8.5L with (Same Color) Tabbed Ends",Hose,4
73590c02b,73590c02b,"Hose, Flexible  8.5L with Black Tabbed Ends",Hose,1
73590c03b,73590c03b,"Hose, Flexible  8.5L with Black Tabless Ends Fixed",Hose,1
73593,69c01,Tap 1 x 2 Base with Light Gray Spout,,3
73594,7026,Window 1 x 2 x 2 with Fixed Glass,,0
73603,3403c01,Turntable 4 x 4 Square Base with Same Color Turntable 4 x 4 Top (3403 / 3404),,6
73642,73642,Windscreen 14 x 14 x 4 Curved,Windscreen,0
73664,4771c01,"Electric, Light Brick 1 x 4 with 2 Lamps on Top","Electric, Light & Sound",0
73666,4767,"Electric, Light Brick 1 x 2 with Lamp on Top","Electric, Light & Sound",1
73682,73682,Arch 3 x 3 Inverted Corner with Raised Hollow Stud,Arch,7
73696,73697,"Train, Track 12V Switch Point Left, Type 2 - Track Only","Train, Track",1
73696c04,sw12v1lefta,"Train, Track 12V Switch Point Left, Type 1 Automatic","Train, Track",0
73697c00,73696,"Train, Track 12V Switch Point Right, Type 2 - Track Only","Train, Track",1
73697c01,sw12v1rightm,"Train, Track 12V Switch Point Right, Type 1 Manual","Train, Track",0
73697c02,sw12v1rightm,"Train, Track 12V Switch Point Right, Type 1 Manual",,0
73697c03,sw12v1righta,"Train, Track 12V Switch Point Right, Type 1 Automatic","Train, Track",0
73697c04,sw12v1rightm,"Train, Track 12V Switch Point Right, Type 1 Manual",,0
736c01,736c01,Train Base 6 x 16 Type I with Wheels,Train,0
736c02,736c02,Train Base 6 x 16 Type I with Wheels and Red and Blue Magnets,Train,1
737,737,"Plate, Modified 2 x 4 with Train Coupler Closed for Hook","Plate, Modified",1
73740,2372c01,"Boat, Hull Unitary 25 x 10 x 4 1/3 Floating with White Deck",Boat,2
73741,2366c01,"Boat, Hull Unitary 38 x 10 x 5 2/3 Floating with Raised Light Gray Decks",Boat,3
73741d01,2366c01pb02,"Boat, Hull Unitary 38 x 10 x 5 2/3 Floating with Raised Light Gray Decks with Classic Fire Logo with Helmet and Crossed Axes, White '4020' Pattern on Both Sides (Stickers) - Set 4020",Boat,0
73742,bfloat4c01,"Boat, Hull Unitary 52 x 12 x 6 1/3",Boat,0
73742d01,bfloat4c01pb01,"Boat, Hull Unitary 52 x 12 x 6 1/3 with Cargo Carrier Pattern (Stickers) - Set 4030",Boat,0
73764,73764,"Brick, Modified 2 x 2 x 1 2/3 with Hole for Gear Worm Screw 6L","Brick, Modified",2
73825,73825,Bracket 1 x 1 - 1 x 2 Inverted,Bracket,29
73828,73828,Plant Vine 10L with Spikes - Flexible Rubber,Plant,1
73831,73831,"Plate, Modified 2 x 3 with 1 x 1 Cutout","Plate, Modified",9
73832,73832,"Plate, Round 4 x 8 x 2/3, Raised 2 x 8 and 2 x 2 Cutout","Plate, Round",7
73839,3705b,"Technic, Axle 4 Threaded",,1
73861,7026,Window 1 x 2 x 2 with Fixed Glass,,0
73878,73878,Window 3 x 3 x 2 Round Corner,Window,12
739,,~moved to 3570,,0
739p01,739p01,Road Sign Octagon with Stop Sign Pattern,,0
74011,2429c01,Hinge Plate 1 x 4 Swivel Base with Same Color Hinge Plate 1 x 4 Swivel Top (2429 / 2430),,0
74040,970c00,Hips and Legs (Monochrome),,0
741,741,"Technic, Gear Samsonite 14 Tooth",,1
74140,x1167cx1,"Electric Sensor, Touch 4.5V",Electric,0
74166,74166,"Brick, Modified 8 x 16 x 2/3 with 1 x 4 Indentations and 2 Rounded Corners","Brick, Modified",6
74169,74169,"Brick, Round 2 x 2 x 2/3 No Studs with 2 Tile, Round 1 x 1 (Mickey Mouse Head)","Brick, Round",1
742,742,"Technic, Gear Samsonite 21 Tooth",,1
74214,-74214,,,2
74214p01,74214c01,Wheel 24 x 7 with Shallow Spokes with Fixed Black Rubber Tire,Wheel,0
74261,98613,Hero Factory Arm / Leg Extender with Ball Joint and Ball Socket,Hero Factory,1
743,743,"Technic, Gear Samsonite 35 Tooth",,1
744,744,"Technic, Gear Samsonite 42 Tooth",,1
745,745,Road Sign Base with Beveled Edges,"Road Sign, Decorated",0
74505,74505,"Minifigure, Head, Modified Looney Tunes Bugs Bunny with White Face and Black Whiskers Pattern",,0
74505p01,74505pb01,"Minifigure, Head, Modified Looney Tunes Bugs Bunny with White Face and Black Whiskers Pattern","Minifigure, Head, Modified",0
74513,74513,"Minifigure, Head, Modified Looney Tunes Wile E. Coyote with Black Nose, Tan Face and Eyes Pattern",,0
74513p01,74513pb01,"Minifigure, Head, Modified Looney Tunes Wile E. Coyote with Black Nose, Tan Face and Eyes Pattern","Minifigure, Head, Modified",0
7452,7452,Bracket 1 x 2 - 2 x 4 Inverted,Bracket,4
74569,-74569,,,0
74569p01,2838c01,"Electric, Motor 9V 5 x 4 x 2 1/3 with Black Axle and Dark Gray Base","Electric, Motor",1
74572,2574c01,Pullback Motor 9 x 4 with 2 Black Tire 24mm D. x 8mm Offset Tread - Interior Ridges (2574 / 3483),"Motor, Non-Electric",0
74573,2580c01,Support 2 x 2 x 5 Lattice Pillar,,3
746,746,Road Sign Base with Straight Edges,"Road Sign, Decorated",0
74604,74604,"Minifigure, Head, Modified Looney Tunes Road Runner with Bright Light Orange Beak and Medium Blue Neck Pattern",,0
74604p01,74604pb01,"Minifigure, Head, Modified Looney Tunes Road Runner with Bright Light Orange Beak and Medium Blue Neck Pattern","Minifigure, Head, Modified",0
74611,74611,"Plate, Round 8 x 8 with Hole","Plate, Round",13
74650,2847c01,"Electric, Battery Box 9V 4 x 14 x 4 with Dark Gray Base",,2
74650c02,2847c02,Electric 9V Battery Box 4 x 14 x 4 with Red Buttons and Contact Plate with Yellow Base (2846 / 2847c00),"Electric, Battery Box",2
74650c03,2847c03,Electric 9V Battery Box 4 x 14 x 4 with Red Buttons and Contact Plate with Dark Bluish Gray Base (2846 / 2847c00),"Electric, Battery Box",1
7469,7469,"Technic, Brick 5 x 6 Right Angles (U Shape)","Technic, Brick",1
74695,60483,"Technic, Liftarm Thick 1 x 2 with Pin Hole and Axle Hole",,18
74698,74698,"Tile, Round 2 x 2 with Lifting Ring Thick and Bottom Stud Holder","Tile, Round",2
74699,74699,"Bionicle Foot Claw with Ball Socket, Rounded Ends",Bionicle,1
74741-f1,2909c03,"Technic, Shock Absorber 9.5L (Soft Spring)","Technic, Shock Absorber",2
74746,2865,"Train, Track 9V Straight",,2
74747,2867,"Train, Track 9V Curve",,2
749,749,"Fabuland Container, Side Bags / Saddlebags",Fabuland,3
74948,-70001,"Minifigure, Utensil Compass",,0
74948p01,70001c01pb02,"Minifigure, Utensil Compass with Fixed Trans-Clear Top and White Disc with Fleur-de-lis Pattern","Minifigure, Utensil, Decorated",0
74948p02,70001c01pb01,"Minifigure, Utensil Compass with Fixed Trans-Clear Top and Black Disc with White and Yellow Lines Pattern","Minifigure, Utensil, Decorated",0
74967,74967,"Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back",Wheel,7
74967p01,74967pb01,"Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back with Yellow Rim Edge Pattern",Wheel,0
74967p01c01,74967pb01c01,"Wheel 8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back with Yellow Rim Edge Pattern with Black Tire 14mm D. x 9mm Smooth Small Wide Slick (74967pb01 / 30028)",Wheel & Tire Assembly,0
74981-f1,x189c01,Pneumatic Cylinder with 2 Inlets Small (32mm),Pneumatic,0
74981a,x189c01,Pneumatic Cylinder with 2 Inlets Small (32mm),,0
74981b,x189c01,Pneumatic Cylinder with 2 Inlets Small (32mm),,0
74982-f1,x191c01,Pneumatic Pump Small (5.5L),Pneumatic,0
74982a,x191c01,Pneumatic Pump Small (5.5L),,0
74982b,x191c01,Pneumatic Pump Small (5.5L),,0
75,75c06,"Hose, Rigid 3mm D.  6L / 4.8cm",,1
75005,75005,"Minifigure, Head, Modified Looney Tunes Daffy Duck with Orange Beak and White Neck Pattern",,0
75005p01,75005pb01,"Minifigure, Head, Modified Looney Tunes Daffy Duck with Orange Beak and White Neck Pattern","Minifigure, Head, Modified",0
75033,75033,"Minifigure, Head, Modified Looney Tunes Speedy Gonzales with Bright Light Orange Hat, Black Nose and Whiskers Pattern",,0
75033p01,75033pb01,"Minifigure, Head, Modified Looney Tunes Speedy Gonzales with Bright Light Orange Hat, Black Nose and Whiskers Pattern","Minifigure, Head, Modified",0
75038,75038,"Minifigure, Head, Modified Looney Tunes Taz with Red Tongue, Tan Face and White Teeth Pattern",,0
75038p01,75038pb01,"Minifigure, Head, Modified Looney Tunes Taz with Red Tongue, Tan Face and White Teeth Pattern","Minifigure, Head, Modified",0
7508,7508,"Plate, Round 1 x 2 with Bar Handle on End","Plate, Round",1
751,751,"Hose, Flexible  8.5L, Tube 7L",Hose,0
75174,6129c01,Dragon Classic Body,"Animal, Body Part",2
75174c01,,animal dragon with red wings (complete),,0
75174p01,6129c01pb01,Dragon Classic Body with Gold Oriental Flames Pattern on Both Sides,"Animal, Body Part, Decorated",0
75174p01c01,6129c05pb01,"Dragon, Classic Oriental","Animal, Air",0
7519,7519,Wedge 3 x 2 x 1 2/3 Left No Studs,Wedge,3
752,752,"Hose, Flexible  8.5L, End 1 x 1 x 2/3 Tabless",Hose,0
7520,7520,Wedge 3 x 2 x 1 2/3 Right No Studs,Wedge,3
75214,6551c01,Electric Pole Reverser / Polarity Switch with Center Part,Electric,1
7525,-7525,,,0
7525p01,7525pb001,"Slope, Curved 2 x 4 with Rounded Ends with Black Curved Line Pattern (Pokémon Blastoise Nose)","Slope, Curved, Decorated",0
7527,7527,"Slope, Curved 2 x 2 x 1 2/3","Slope, Curved",10
753,737a,"Plate, Modified 2 x 4 with Train Coupler Open for Magnet","Plate, Modified",1
7531,7531,"Plate, Round Corner 2 x 4 Double with 1 x 2 Cutout","Plate, Round",11
7532,7532,"Brick, Round 1 x 1 Quarter","Brick, Round",13
75348,2909c01,"Technic, Shock Absorber 9.5L (Undetermined Spring Type)",,0
753c01,737ac02,"Plate, Modified 2 x 4 with Train Coupler Open for Magnet with Blue Magnet Coupling, Train - 6.5mm Cylinder (737a / x547b)","Plate, Modified",1
753c02,737ac01,"Plate, Modified 2 x 4 with Train Coupler Open for Magnet with (Same Color) Magnet Coupling, Train - 6.5mm Cylinder (737a / x547b)","Plate, Modified",1
7547,7547,"Slope, Curved 4 x 2 x 2/3 Double","Slope, Curved",3
7549,7549,"Minifigure Armor Shoulder Pads Wide with Double Flaps, 2 Studs on Back","Minifigure, Body Wear",0
75512,75512,"Minifigure, Hair Narrow Swept Back with Ponytail","Minifigure, Hair",4
75535,75535,"Technic, Pin Connector Round 2L without Slot (Pin Joiner Round)","Technic, Connector",16
75538,75538,Sports Stuntz Ramp,Sports,6
75539,75539,Slope 15 5 x 8 x 2/3 with 12 Recessed Studs,Slope,3
75541,2859,"Train, Track 9V Switch Point Right",,2
75542,2861c01,"Train, Track 9V Switch Point Left","Train, Track",2
75544,-75544,Windscreen 11 x 11 Curved Motorcycle with Pin Holes,,0
75544p01,75544pb01,Windscreen 11 x 11 Curved Motorcycle with Pin Holes with White Stripes Pattern,"Windscreen, Decorated",0
75545,bb0164c01,"Plate, Modified 2 x 2 Thin with Dual Wheels Holder - Solid Pins with Space Shuttle Wheels",Aircraft,0
7567,-7567,,,0
75692,75692,"Minifigure, Head, Modified Looney Tunes Petunia Pig with Black Hair, Red Bows and Tongue Pattern",,0
75692p01,75692pb01,"Minifigure, Head, Modified Looney Tunes Petunia Pig with Black Hair, Red Bows and Tongue Pattern","Minifigure, Head, Modified",0
75698,75698,"Minifigure, Head, Modified Looney Tunes Lola Bunny with White Face, Bright Pink Nose and Tongue Pattern",,0
75698p01,75698pb01,"Minifigure, Head, Modified Looney Tunes Lola Bunny with White Face, Bright Pink Nose and Tongue Pattern","Minifigure, Head, Modified",0
7571,7571,"Plant Plate, Round 1 x 2 with Pointed Leaf and Split Sides",Plant,1
75714,75714,"Minifigure, Head, Modified Looney Tunes Porky Pig with Red Tongue, Black Raised Eyebrows and Pupils Pattern",,0
75714p01,75714pb01,"Minifigure, Head, Modified Looney Tunes Porky Pig with Red Tongue, Black Raised Eyebrows and Pupils Pattern","Minifigure, Head, Modified",0
75717,75717,"Minifigure, Headgear Helmet Roman Soldier with Broom Plume",,0
75717p01,75717,"Minifigure, Headgear Helmet Roman Soldier with Broom Plume","Minifigure, Headgear",0
75902,75902,"Minifigure, Shield Circular / Round Convex Face","Minifigure, Shield",6
75902p01,75902pb02,"Minifigure, Shield Circular / Round Convex Face with Dark Green and Gold Rohan Pattern","Minifigure, Shield",0
75902p02,75902pb01,"Minifigure, Shield Circular / Round Convex Face with White Ring, Star in Dark Blue Circle Pattern (Captain America)","Minifigure, Shield",0
75902p03,75902pb03,"Minifigure, Shield Circular / Round Convex Face with Gold Eagle Pattern","Minifigure, Shield",0
75902p04,75902pb06,"Minifigure, Shield Circular / Round Convex Face with Silver Mercedes-Benz Logo Pattern","Minifigure, Shield",0
75902p05,75902pb19,"Minifigure, Shield Circular / Round Convex Face with Silver Grille and Mercedes-Benz Logo Pattern","Minifigure, Shield",0
75902p06,75902pb27,"Minifigure, Shield Circular / Round Convex Face with Silver, Gold, and Dark Brown Concentric Rings Pattern","Minifigure, Shield",0
75902p07,75902pb14,"Minifigure, Shield Circular / Round Convex Face with Bright Light Orange Border, Storm Clouds with Lightning Pattern","Minifigure, Shield",0
